Base_Model,Quantization,Direction,Category_Type,Category_Value,comet_score,chrf_score,Count,Baseline_COMET,Baseline_chrF,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Category_Penalty,chrF_Category_Penalty,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Excess_Category_Effect,chrF_Excess_Category_Effect
Gemini 2.5 Flash 32B,Full Model,All,Topic,"Travel, Wildlife",0.884842,0.62989,6,0.884842,0.62989,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,United_States_Charters_Of_Freedom/Constitution,0.859645,0.368519,2,0.859645,0.368519,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,United_States_Charters_Of_Freedom/Declaration_Of_Independence,0.856565,0.364868,2,0.856565,0.364868,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,Warfare,0.919665,0.648654,6,0.919665,0.648654,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,Weather,0.930673,0.737727,4,0.930673,0.737727,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,Wikijunior:Dinosaurs/Extinction,0.866866,0.357113,2,0.866866,0.357113,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,"Work, Travel",0.928482,0.619309,2,0.928482,0.619309,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,"World Heritage, Machu Picchu",0.918386,0.662213,2,0.918386,0.662213,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,World_War_Ii/Liberation_Of_Western_Europe,0.922695,0.670307,2,0.922695,0.670307,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,All,Topic,Yoga/Yoga_Tales,0.912143,0.693106,6,0.912143,0.693106,0.897843,0.611948,0.897843,0.611948,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Domain,Other,0.902743,0.571697,64,0.902743,0.571697,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Domain,Wikijunior,0.903866,0.612433,31,0.903866,0.612433,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Domain,Wikinews,0.905553,0.584249,102,0.905553,0.584249,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Domain,Wikivoyage,0.910885,0.554452,103,0.910885,0.554452,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Accident,0.921422,0.460781,4,0.921422,0.460781,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,American Education/Forgotten Half/Foster Care,0.92417,0.53678,1,0.92417,0.53678,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,American Education/Technology (Role),0.875206,0.57514,1,0.875206,0.57514,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,American_Revolution/The_Declaration_Of_Independence,0.921795,0.463719,1,0.921795,0.463719,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Ancient Civilizations/Romans,0.935267,0.646866,2,0.935267,0.646866,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Ancient_Civilizations/Babylonians,0.890521,0.472571,2,0.890521,0.472571,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Ancient_Civilizations/Hebrews,0.936421,0.707437,1,0.936421,0.707437,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Ancient_Civilizations/What_Is_A_Civilization%3F,0.917422,0.688342,1,0.917422,0.688342,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Antartica, Travel",0.875276,0.529729,2,0.875276,0.529729,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Big Cats, Lion",0.932985,0.656164,1,0.932985,0.656164,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Big Cats, Ocelot",0.819416,0.592844,2,0.819416,0.592844,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Big Cats, Tiger",0.915109,0.788999,1,0.915109,0.788999,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Biology, Origin Of Life",0.936344,0.682796,1,0.936344,0.682796,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Biology, Plants",0.954658,0.663738,1,0.954658,0.663738,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Blended Learning/Blogging,0.915334,0.745678,1,0.915334,0.745678,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Blended Learning/Field Trips,0.886887,0.587124,2,0.886887,0.587124,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Bugs/Insects_Intro,0.900467,0.789021,2,0.900467,0.789021,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Business,0.895292,0.604839,2,0.895292,0.604839,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Climate,0.934309,0.69003,2,0.934309,0.69003,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Cognitive Psycology And Neuroscience/Cognitive Neuropsychology,0.921794,0.525169,3,0.921794,0.525169,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Communication,0.92961,0.685311,1,0.92961,0.685311,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Communication Theory/Nonverbal Comms,0.854556,0.374759,1,0.854556,0.374759,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Communication Theory/Uses And Gratifications,0.93174,0.579179,2,0.93174,0.579179,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Crime,0.904985,0.559613,4,0.904985,0.559613,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Crime And Law,0.920049,0.629111,6,0.920049,0.629111,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Culture,0.939303,0.451965,1,0.939303,0.451965,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Culture And Entertainment,0.895736,0.53795,6,0.895736,0.53795,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Dinosaurs, Mosasaurus",0.850644,0.559201,1,0.850644,0.559201,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Disaster,0.92766,0.627147,4,0.92766,0.627147,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Disasters And Accidents,0.933996,0.538695,3,0.933996,0.538695,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Disease, Research, Canada",0.889241,0.515197,1,0.889241,0.515197,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Entertainment,0.917821,0.694189,6,0.917821,0.694189,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Environment,0.910177,0.557786,6,0.910177,0.557786,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Environmental_Theory_And_Collection_Of_Ideas/Environmentalism_And_Survival,0.920865,0.494063,3,0.920865,0.494063,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Europe/Vatican_City,0.955911,0.644521,1,0.955911,0.644521,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,European History/Challenges To Spiritual Authority,0.939213,0.582396,2,0.939213,0.582396,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,European History/Revolution In France,0.931027,0.740396,1,0.931027,0.740396,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,European History/World War,0.879129,0.531835,1,0.879129,0.531835,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Food,0.8686,0.434448,3,0.8686,0.434448,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Fundamentals_Of_Transportation/Introduction,0.908304,0.536498,1,0.908304,0.536498,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Fundamentals_Of_Transportation/Traffic_Flow,0.925359,0.619119,2,0.925359,0.619119,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Health,0.899237,0.560317,5,0.899237,0.560317,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,History Of Islam/Early Islam,0.924461,0.600783,2,0.924461,0.600783,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,History Of Technology/Cultural Determinism,0.940146,0.660916,1,0.940146,0.660916,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,History Of Technology/Technological Determism,0.931998,0.595117,1,0.931998,0.595117,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,History_Of_Rail_Transport/Early_Rail_Transportation,0.903225,0.733528,1,0.903225,0.733528,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"How Things Work, Flush Toilets",0.906731,0.467837,1,0.906731,0.467837,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,How To Play The Violin/Bowing,0.815832,0.396038,2,0.815832,0.396038,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,How_Things_Work/Pencil,0.911618,0.62441,2,0.911618,0.62441,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,International,0.89768,0.407571,1,0.89768,0.407571,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Internatoinal,0.951991,0.717051,1,0.951991,0.717051,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Language/Italian,0.916585,0.640198,1,0.916585,0.640198,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Language/Persian,0.928921,0.64084,1,0.928921,0.64084,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Law,0.94416,0.596233,1,0.94416,0.596233,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Learning Theories/Organizational Learning,0.928223,0.553442,1,0.928223,0.553442,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Managing Groups & Teams/Leader Credibility,0.843902,0.580484,1,0.843902,0.580484,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Managing Groups & Teams/Motivation,0.945837,0.66476,3,0.945837,0.66476,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Managing Groups & Teams/Virtual Teams,0.899569,0.617176,2,0.899569,0.617176,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Media,0.917125,0.725525,1,0.917125,0.725525,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Modern Photography/Format,0.782396,0.465983,2,0.782396,0.465983,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Music,0.88084,0.555235,1,0.88084,0.555235,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Natural Wonders/Astronomy,0.889213,0.476223,2,0.889213,0.476223,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Natural Wonders/Botanical Tourism In Singapore,0.949095,0.616742,1,0.949095,0.616742,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Natural Wonders/Cherry Blossom,0.938835,0.666288,2,0.938835,0.666288,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Natural Wonders/Galapagos Wildlife,0.917125,0.627268,2,0.917125,0.627268,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Natural Wonders/Midnight Sun,0.941057,0.718216,1,0.941057,0.718216,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Natural Wonders/Waterways,0.861169,0.570372,2,0.861169,0.570372,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Nature,0.934767,0.605158,2,0.934767,0.605158,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Nikola Tesla/Middle Years,0.946076,0.687454,1,0.946076,0.687454,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Paleoanthropology/Genetics,0.887307,0.582208,1,0.887307,0.582208,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Paleoanthropology/Oldowan Period,0.908503,0.632727,1,0.908503,0.632727,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Policy,0.906515,0.548036,1,0.906515,0.548036,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Politics,0.906797,0.57169,13,0.906797,0.57169,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Politics And Conflicts,0.898531,0.564721,4,0.898531,0.564721,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Reason To Travel/Christmas And New Year,0.908881,0.379516,1,0.908881,0.379516,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Reason To Travel/Working In Japan,0.937998,0.612592,2,0.937998,0.612592,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Religion,0.954632,0.744753,2,0.954632,0.744753,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Remembering The Templars,0.954104,0.624321,1,0.954104,0.624321,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Research,0.787096,0.551758,1,0.787096,0.551758,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Sailing,0.900086,0.394035,2,0.900086,0.394035,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Sciece,0.891491,0.638858,3,0.891491,0.638858,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science,0.9294,0.608765,7,0.9294,0.608765,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science And Technology,0.884202,0.491087,3,0.884202,0.491087,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Science Experiments, Bath Fizzler",0.910865,0.477556,1,0.910865,0.477556,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Science Experiments, Red Cabbage",0.928343,0.675554,2,0.928343,0.675554,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science/Animal Behavior,0.88755,0.620203,2,0.88755,0.620203,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science/Applied Ecology,0.909085,0.512065,1,0.909085,0.512065,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science/First Aid,0.876269,0.301485,1,0.876269,0.301485,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science/General Biology,0.878292,0.449658,2,0.878292,0.449658,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science/Nature Of Science,0.940685,0.610913,1,0.940685,0.610913,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science/Parasitic Insects,0.724099,0.5505,1,0.724099,0.5505,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Science/Sexual Health,0.963002,0.850101,1,0.963002,0.850101,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Seven Wonders Of The World/Pyramid At Giza,0.90343,0.49455,1,0.90343,0.49455,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Shopping,0.90436,0.513124,1,0.90436,0.513124,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Sociology/Agriculture,0.898436,0.600962,1,0.898436,0.600962,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Sociology/Culture,0.859348,0.214988,1,0.859348,0.214988,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Sociology/Socialization,0.786963,0.632414,1,0.786963,0.632414,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Solar_System/Moon,0.94876,0.701924,1,0.94876,0.701924,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Solar_System/Solar_System,0.929515,0.60344,1,0.929515,0.60344,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Sports,0.853854,0.56817,12,0.853854,0.56817,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Sports, Horse Riding",0.861031,0.187722,1,0.861031,0.187722,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,The_Cold_War/Introduction,0.921389,0.513212,2,0.921389,0.513212,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,The_Elements/Mixtures,0.884631,0.758713,1,0.884631,0.758713,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,The_Elements/Overview,0.782573,0.574168,1,0.782573,0.574168,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Transport/History,0.90129,0.701407,1,0.90129,0.701407,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,Travel,0.916714,0.554834,31,0.916714,0.554834,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Travel, Accomodation",0.884217,0.432754,1,0.884217,0.432754,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Travel, Art",0.913149,0.679925,1,0.913149,0.679925,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Travel, Climate",0.949185,0.749068,2,0.949185,0.749068,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Travel, Cuisine",0.924549,0.576798,1,0.924549,0.576798,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Travel, Culture",0.891602,0.515718,4,0.891602,0.515718,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Travel, Economy",0.923795,0.631227,2,0.923795,0.631227,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash 32B,Full Model,EN-GR,Topic,"Travel, Geography",0.911468,0.5276,3,0.911468,0.5276,0.90661,0.574253,0.90661,0.574253,0.0,0.0,0.0,0.0,0.0,0.0
