Base_Model,Quantization,Direction,Category_Type,Category_Value,comet_score,chrf_score,Count,Baseline_COMET,Baseline_chrF,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Category_Penalty,chrF_Category_Penalty,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Excess_Category_Effect,chrF_Excess_Category_Effect
NLLB 3.3B,4bit K-Means,GR-EN,Topic,Travel,0.879978,0.58491,31,0.869438,0.579206,0.881904,0.636867,0.865225,0.600305,-0.01054,-0.005704,-0.016679,-0.036563,0.006139,0.030858
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Accomodation",0.828659,0.485879,1,0.829131,0.507847,0.881904,0.636867,0.865225,0.600305,0.000472,0.021968,-0.016679,-0.036563,0.017151,0.058531
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Art",0.899013,0.704249,1,0.899013,0.704249,0.881904,0.636867,0.865225,0.600305,0.0,0.0,-0.016679,-0.036563,0.016679,0.036563
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Climate",0.914622,0.696121,2,0.770216,0.445745,0.881904,0.636867,0.865225,0.600305,-0.144406,-0.250376,-0.016679,-0.036563,-0.127727,-0.213813
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Cuisine",0.933583,0.796687,1,0.918131,0.795173,0.881904,0.636867,0.865225,0.600305,-0.015453,-0.001515,-0.016679,-0.036563,0.001226,0.035048
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Culture",0.886068,0.670658,4,0.847316,0.504537,0.881904,0.636867,0.865225,0.600305,-0.038752,-0.166121,-0.016679,-0.036563,-0.022073,-0.129558
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Economy",0.889998,0.574722,2,0.695661,0.319474,0.881904,0.636867,0.865225,0.600305,-0.194337,-0.255248,-0.016679,-0.036563,-0.177659,-0.218685
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Geography",0.864565,0.732048,3,0.878192,0.714395,0.881904,0.636867,0.865225,0.600305,0.013627,-0.017654,-0.016679,-0.036563,0.030306,0.018909
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, History",0.891415,0.720346,6,0.865755,0.644875,0.881904,0.636867,0.865225,0.600305,-0.02566,-0.075471,-0.016679,-0.036563,-0.008981,-0.038908
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Insects",0.901645,0.513369,2,0.883452,0.475497,0.881904,0.636867,0.865225,0.600305,-0.018193,-0.037872,-0.016679,-0.036563,-0.001514,-0.001309
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Laundry",0.923558,0.631283,1,0.916574,0.685942,0.881904,0.636867,0.865225,0.600305,-0.006984,0.054658,-0.016679,-0.036563,0.009695,0.091221
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Music",0.885393,0.550447,2,0.88875,0.554228,0.881904,0.636867,0.865225,0.600305,0.003357,0.003781,-0.016679,-0.036563,0.020036,0.040344
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Safety",0.878739,0.618941,10,0.881128,0.598263,0.881904,0.636867,0.865225,0.600305,0.002389,-0.020678,-0.016679,-0.036563,0.019068,0.015885
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Sports Events",0.927592,0.725271,1,0.917804,0.746373,0.881904,0.636867,0.865225,0.600305,-0.009788,0.021102,-0.016679,-0.036563,0.006891,0.057665
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Tourism",0.890835,0.615369,4,0.898308,0.634256,0.881904,0.636867,0.865225,0.600305,0.007473,0.018887,-0.016679,-0.036563,0.024152,0.05545
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Travel, Wildlife",0.883483,0.65757,3,0.880371,0.579482,0.881904,0.636867,0.865225,0.600305,-0.003111,-0.078088,-0.016679,-0.036563,0.013567,-0.041525
NLLB 3.3B,4bit K-Means,GR-EN,Topic,United_States_Charters_Of_Freedom/Constitution,0.880022,0.474135,1,0.827293,0.331432,0.881904,0.636867,0.865225,0.600305,-0.052729,-0.142703,-0.016679,-0.036563,-0.03605,-0.10614
NLLB 3.3B,4bit K-Means,GR-EN,Topic,United_States_Charters_Of_Freedom/Declaration_Of_Independence,0.82593,0.238061,1,0.777393,0.362236,0.881904,0.636867,0.865225,0.600305,-0.048537,0.124176,-0.016679,-0.036563,-0.031858,0.160738
NLLB 3.3B,4bit K-Means,GR-EN,Topic,Warfare,0.900235,0.682426,3,0.896365,0.671255,0.881904,0.636867,0.865225,0.600305,-0.00387,-0.011171,-0.016679,-0.036563,0.012808,0.025392
NLLB 3.3B,4bit K-Means,GR-EN,Topic,Weather,0.920806,0.778877,2,0.909831,0.774151,0.881904,0.636867,0.865225,0.600305,-0.010974,-0.004726,-0.016679,-0.036563,0.005705,0.031837
NLLB 3.3B,4bit K-Means,GR-EN,Topic,Wikijunior:Dinosaurs/Extinction,0.819953,0.408688,1,0.798196,0.432618,0.881904,0.636867,0.865225,0.600305,-0.021757,0.023929,-0.016679,-0.036563,-0.005078,0.060492
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"Work, Travel",0.951002,0.872912,1,0.951002,0.872912,0.881904,0.636867,0.865225,0.600305,-0.0,0.0,-0.016679,-0.036563,0.016679,0.036563
NLLB 3.3B,4bit K-Means,GR-EN,Topic,"World Heritage, Machu Picchu",0.929986,0.658589,1,0.929986,0.658589,0.881904,0.636867,0.865225,0.600305,-0.0,0.0,-0.016679,-0.036563,0.016679,0.036563
NLLB 3.3B,4bit K-Means,GR-EN,Topic,World_War_Ii/Liberation_Of_Western_Europe,0.916997,0.705227,1,0.922829,0.767044,0.881904,0.636867,0.865225,0.600305,0.005832,0.061817,-0.016679,-0.036563,0.022511,0.098379
NLLB 3.3B,4bit K-Means,GR-EN,Topic,Yoga/Yoga_Tales,0.897714,0.779052,3,0.879888,0.690841,0.881904,0.636867,0.865225,0.600305,-0.017826,-0.088211,-0.016679,-0.036563,-0.001147,-0.051649
NLLB 3.3B,4bit Omniquant,GR-EN,Domain,Other,0.877511,0.621234,64,0.873074,0.611911,0.88149,0.632267,0.865225,0.600305,-0.004438,-0.009323,-0.016264,-0.031963,0.011827,0.02264
NLLB 3.3B,4bit Omniquant,GR-EN,Domain,Wikijunior,0.891759,0.652334,31,0.85569,0.584677,0.88149,0.632267,0.865225,0.600305,-0.036069,-0.067657,-0.016264,-0.031963,-0.019804,-0.035694
NLLB 3.3B,4bit Omniquant,GR-EN,Domain,Wikinews,0.880741,0.641938,102,0.863408,0.611524,0.88149,0.632267,0.865225,0.600305,-0.017333,-0.030415,-0.016264,-0.031963,-0.001069,0.001548
NLLB 3.3B,4bit Omniquant,GR-EN,Domain,Wikivoyage,0.881613,0.623506,103,0.865019,0.586686,0.88149,0.632267,0.865225,0.600305,-0.016594,-0.03682,-0.016264,-0.031963,-0.00033,-0.004858
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Accident,0.870535,0.550392,4,0.902045,0.564026,0.88149,0.632267,0.865225,0.600305,0.03151,0.013634,-0.016264,-0.031963,0.047775,0.045597
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,American Education/Forgotten Half/Foster Care,0.896229,0.541384,1,0.882234,0.551697,0.88149,0.632267,0.865225,0.600305,-0.013995,0.010313,-0.016264,-0.031963,0.00227,0.042276
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,American Education/Technology (Role),0.81155,0.508116,1,0.813558,0.497542,0.88149,0.632267,0.865225,0.600305,0.002008,-0.010574,-0.016264,-0.031963,0.018273,0.021389
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,American_Revolution/The_Declaration_Of_Independence,0.925968,0.802008,1,0.914441,0.735641,0.88149,0.632267,0.865225,0.600305,-0.011527,-0.066367,-0.016264,-0.031963,0.004738,-0.034404
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Ancient Civilizations/Romans,0.903581,0.528131,2,0.894097,0.487503,0.88149,0.632267,0.865225,0.600305,-0.009484,-0.040628,-0.016264,-0.031963,0.006781,-0.008666
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Ancient_Civilizations/Babylonians,0.889443,0.663956,2,0.868816,0.663744,0.88149,0.632267,0.865225,0.600305,-0.020627,-0.000212,-0.016264,-0.031963,-0.004362,0.031751
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Ancient_Civilizations/Hebrews,0.868335,0.780794,1,0.881128,0.811528,0.88149,0.632267,0.865225,0.600305,0.012793,0.030734,-0.016264,-0.031963,0.029058,0.062697
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Ancient_Civilizations/What_Is_A_Civilization%3F,0.884053,0.455687,1,0.809139,0.378199,0.88149,0.632267,0.865225,0.600305,-0.074914,-0.077488,-0.016264,-0.031963,-0.058649,-0.045525
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Antartica, Travel",0.901147,0.786839,2,0.896345,0.761942,0.88149,0.632267,0.865225,0.600305,-0.004802,-0.024897,-0.016264,-0.031963,0.011462,0.007065
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Big Cats, Lion",0.839039,0.50793,1,0.831161,0.474619,0.88149,0.632267,0.865225,0.600305,-0.007878,-0.033312,-0.016264,-0.031963,0.008387,-0.001349
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Big Cats, Ocelot",0.827129,0.502574,2,0.826115,0.533676,0.88149,0.632267,0.865225,0.600305,-0.001014,0.031102,-0.016264,-0.031963,0.01525,0.063064
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Big Cats, Tiger",0.865727,0.65619,1,0.776292,0.64902,0.88149,0.632267,0.865225,0.600305,-0.089435,-0.00717,-0.016264,-0.031963,-0.07317,0.024792
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Biology, Origin Of Life",0.899503,0.736012,1,0.897245,0.721774,0.88149,0.632267,0.865225,0.600305,-0.002258,-0.014239,-0.016264,-0.031963,0.014007,0.017724
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Biology, Plants",0.950147,0.915293,1,0.839898,0.559282,0.88149,0.632267,0.865225,0.600305,-0.110248,-0.356011,-0.016264,-0.031963,-0.093984,-0.324048
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Blended Learning/Blogging,0.894993,0.704052,1,0.905849,0.772368,0.88149,0.632267,0.865225,0.600305,0.010856,0.068317,-0.016264,-0.031963,0.02712,0.100279
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Blended Learning/Field Trips,0.842913,0.61689,2,0.862133,0.598684,0.88149,0.632267,0.865225,0.600305,0.01922,-0.018206,-0.016264,-0.031963,0.035485,0.013756
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Bugs/Insects_Intro,0.878928,0.742058,2,0.826411,0.609184,0.88149,0.632267,0.865225,0.600305,-0.052517,-0.132874,-0.016264,-0.031963,-0.036253,-0.100911
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Business,0.853853,0.355297,2,0.857872,0.372768,0.88149,0.632267,0.865225,0.600305,0.004019,0.017471,-0.016264,-0.031963,0.020284,0.049434
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Climate,0.916915,0.759873,2,0.914465,0.748845,0.88149,0.632267,0.865225,0.600305,-0.002451,-0.011028,-0.016264,-0.031963,0.013814,0.020935
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Cognitive Psycology And Neuroscience/Cognitive Neuropsychology,0.887931,0.609662,3,0.886548,0.637856,0.88149,0.632267,0.865225,0.600305,-0.001383,0.028194,-0.016264,-0.031963,0.014881,0.060157
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Communication,0.893782,0.668264,1,0.889105,0.574154,0.88149,0.632267,0.865225,0.600305,-0.004677,-0.09411,-0.016264,-0.031963,0.011588,-0.062147
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Communication Theory/Nonverbal Comms,0.749121,0.491828,1,0.773352,0.429652,0.88149,0.632267,0.865225,0.600305,0.024231,-0.062177,-0.016264,-0.031963,0.040495,-0.030214
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Communication Theory/Uses And Gratifications,0.931943,0.723118,2,0.940135,0.729468,0.88149,0.632267,0.865225,0.600305,0.008192,0.00635,-0.016264,-0.031963,0.024456,0.038312
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Crime,0.86003,0.557334,4,0.857926,0.54543,0.88149,0.632267,0.865225,0.600305,-0.002104,-0.011903,-0.016264,-0.031963,0.01416,0.020059
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Crime And Law,0.905314,0.63988,6,0.902191,0.650962,0.88149,0.632267,0.865225,0.600305,-0.003123,0.011083,-0.016264,-0.031963,0.013142,0.043045
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Culture,0.889664,0.564563,1,0.864219,0.522294,0.88149,0.632267,0.865225,0.600305,-0.025444,-0.042269,-0.016264,-0.031963,-0.00918,-0.010306
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Culture And Entertainment,0.866527,0.595498,6,0.774289,0.456074,0.88149,0.632267,0.865225,0.600305,-0.092239,-0.139424,-0.016264,-0.031963,-0.075974,-0.107462
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Dinosaurs, Mosasaurus",0.862417,0.61885,1,0.856378,0.559654,0.88149,0.632267,0.865225,0.600305,-0.006039,-0.059197,-0.016264,-0.031963,0.010226,-0.027234
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Disaster,0.905029,0.665155,4,0.83906,0.566237,0.88149,0.632267,0.865225,0.600305,-0.065969,-0.098919,-0.016264,-0.031963,-0.049705,-0.066956
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Disasters And Accidents,0.912815,0.589472,3,0.904316,0.600109,0.88149,0.632267,0.865225,0.600305,-0.008499,0.010637,-0.016264,-0.031963,0.007766,0.042599
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Disease, Research, Canada",0.842302,0.604007,1,0.842302,0.604007,0.88149,0.632267,0.865225,0.600305,0.0,0.0,-0.016264,-0.031963,0.016264,0.031963
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Entertainment,0.919853,0.788499,6,0.914242,0.78137,0.88149,0.632267,0.865225,0.600305,-0.005611,-0.007129,-0.016264,-0.031963,0.010653,0.024834
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Environment,0.902686,0.682087,6,0.886513,0.622516,0.88149,0.632267,0.865225,0.600305,-0.016173,-0.059571,-0.016264,-0.031963,9.1e-05,-0.027608
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Environmental_Theory_And_Collection_Of_Ideas/Environmentalism_And_Survival,0.87011,0.455653,3,0.865157,0.438125,0.88149,0.632267,0.865225,0.600305,-0.004952,-0.017528,-0.016264,-0.031963,0.011312,0.014434
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Europe/Vatican_City,0.929431,0.691839,1,0.932857,0.673901,0.88149,0.632267,0.865225,0.600305,0.003425,-0.017938,-0.016264,-0.031963,0.01969,0.014025
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,European History/Challenges To Spiritual Authority,0.889753,0.741379,2,0.888985,0.73209,0.88149,0.632267,0.865225,0.600305,-0.000767,-0.00929,-0.016264,-0.031963,0.015497,0.022673
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,European History/Revolution In France,0.872007,0.582001,1,0.878592,0.580268,0.88149,0.632267,0.865225,0.600305,0.006585,-0.001733,-0.016264,-0.031963,0.02285,0.03023
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,European History/World War,0.8858,0.666232,1,0.879661,0.627857,0.88149,0.632267,0.865225,0.600305,-0.006139,-0.038374,-0.016264,-0.031963,0.010126,-0.006412
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Food,0.869916,0.577655,3,0.807016,0.506209,0.88149,0.632267,0.865225,0.600305,-0.0629,-0.071446,-0.016264,-0.031963,-0.046636,-0.039484
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Fundamentals_Of_Transportation/Introduction,0.914559,0.846913,1,0.914842,0.687401,0.88149,0.632267,0.865225,0.600305,0.000283,-0.159511,-0.016264,-0.031963,0.016548,-0.127548
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Fundamentals_Of_Transportation/Traffic_Flow,0.881,0.621259,2,0.851142,0.624253,0.88149,0.632267,0.865225,0.600305,-0.029858,0.002994,-0.016264,-0.031963,-0.013593,0.034956
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Health,0.88747,0.600111,5,0.884839,0.588108,0.88149,0.632267,0.865225,0.600305,-0.00263,-0.012003,-0.016264,-0.031963,0.013634,0.01996
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,History Of Islam/Early Islam,0.871308,0.617249,2,0.861913,0.566329,0.88149,0.632267,0.865225,0.600305,-0.009395,-0.05092,-0.016264,-0.031963,0.00687,-0.018957
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,History Of Technology/Cultural Determinism,0.901205,0.801589,1,0.841876,0.527401,0.88149,0.632267,0.865225,0.600305,-0.059328,-0.274188,-0.016264,-0.031963,-0.043064,-0.242225
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,History Of Technology/Technological Determism,0.916857,0.720115,1,0.912421,0.687838,0.88149,0.632267,0.865225,0.600305,-0.004437,-0.032276,-0.016264,-0.031963,0.011828,-0.000313
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,History_Of_Rail_Transport/Early_Rail_Transportation,0.865338,0.61825,1,0.865873,0.697983,0.88149,0.632267,0.865225,0.600305,0.000535,0.079733,-0.016264,-0.031963,0.0168,0.111695
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"How Things Work, Flush Toilets",0.856259,0.443386,1,0.869415,0.449376,0.88149,0.632267,0.865225,0.600305,0.013156,0.00599,-0.016264,-0.031963,0.02942,0.037953
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,How To Play The Violin/Bowing,0.783322,0.380585,2,0.800654,0.414679,0.88149,0.632267,0.865225,0.600305,0.017332,0.034094,-0.016264,-0.031963,0.033597,0.066057
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,How_Things_Work/Pencil,0.905577,0.706518,2,0.767706,0.506263,0.88149,0.632267,0.865225,0.600305,-0.137871,-0.200256,-0.016264,-0.031963,-0.121606,-0.168293
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,International,0.850379,0.473698,1,0.854887,0.49477,0.88149,0.632267,0.865225,0.600305,0.004508,0.021072,-0.016264,-0.031963,0.020773,0.053035
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Internatoinal,0.907005,0.64862,1,0.912499,0.68836,0.88149,0.632267,0.865225,0.600305,0.005495,0.03974,-0.016264,-0.031963,0.021759,0.071702
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Language/Italian,0.86154,0.561229,1,0.858802,0.541929,0.88149,0.632267,0.865225,0.600305,-0.002738,-0.0193,-0.016264,-0.031963,0.013526,0.012663
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Language/Persian,0.862068,0.589124,1,0.862068,0.589124,0.88149,0.632267,0.865225,0.600305,0.0,0.0,-0.016264,-0.031963,0.016264,0.031963
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Law,0.901646,0.712105,1,0.889749,0.678472,0.88149,0.632267,0.865225,0.600305,-0.011897,-0.033633,-0.016264,-0.031963,0.004367,-0.00167
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Learning Theories/Organizational Learning,0.890782,0.546074,1,0.893697,0.560578,0.88149,0.632267,0.865225,0.600305,0.002915,0.014504,-0.016264,-0.031963,0.019179,0.046466
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Managing Groups & Teams/Leader Credibility,0.860223,0.587541,1,0.780658,0.585286,0.88149,0.632267,0.865225,0.600305,-0.079565,-0.002256,-0.016264,-0.031963,-0.063301,0.029707
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Managing Groups & Teams/Motivation,0.925728,0.627631,3,0.922983,0.644246,0.88149,0.632267,0.865225,0.600305,-0.002745,0.016615,-0.016264,-0.031963,0.01352,0.048578
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Managing Groups & Teams/Virtual Teams,0.860118,0.586319,2,0.831323,0.503028,0.88149,0.632267,0.865225,0.600305,-0.028794,-0.083291,-0.016264,-0.031963,-0.01253,-0.051328
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Media,0.891139,0.67982,1,0.894196,0.700635,0.88149,0.632267,0.865225,0.600305,0.003057,0.020815,-0.016264,-0.031963,0.019321,0.052777
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Modern Photography/Format,0.850998,0.548331,2,0.852008,0.588712,0.88149,0.632267,0.865225,0.600305,0.00101,0.040381,-0.016264,-0.031963,0.017274,0.072344
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Music,0.805123,0.674619,1,0.794011,0.611109,0.88149,0.632267,0.865225,0.600305,-0.011112,-0.063511,-0.016264,-0.031963,0.005153,-0.031548
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Natural Wonders/Astronomy,0.907998,0.674422,2,0.88882,0.599605,0.88149,0.632267,0.865225,0.600305,-0.019178,-0.074817,-0.016264,-0.031963,-0.002914,-0.042854
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Natural Wonders/Botanical Tourism In Singapore,0.911418,0.674091,1,0.925508,0.657998,0.88149,0.632267,0.865225,0.600305,0.01409,-0.016093,-0.016264,-0.031963,0.030354,0.01587
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Natural Wonders/Cherry Blossom,0.9408,0.856142,2,0.873171,0.641673,0.88149,0.632267,0.865225,0.600305,-0.06763,-0.214469,-0.016264,-0.031963,-0.051365,-0.182506
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Natural Wonders/Galapagos Wildlife,0.913715,0.754816,2,0.913204,0.773884,0.88149,0.632267,0.865225,0.600305,-0.000511,0.019068,-0.016264,-0.031963,0.015754,0.051031
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Natural Wonders/Midnight Sun,0.856333,0.490958,1,0.823611,0.446849,0.88149,0.632267,0.865225,0.600305,-0.032722,-0.044109,-0.016264,-0.031963,-0.016457,-0.012146
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Natural Wonders/Waterways,0.844948,0.548693,2,0.845879,0.569607,0.88149,0.632267,0.865225,0.600305,0.000931,0.020914,-0.016264,-0.031963,0.017195,0.052877
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Nature,0.910525,0.646979,2,0.910543,0.638234,0.88149,0.632267,0.865225,0.600305,1.8e-05,-0.008745,-0.016264,-0.031963,0.016283,0.023218
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Nikola Tesla/Middle Years,0.921416,0.779564,1,0.920203,0.708654,0.88149,0.632267,0.865225,0.600305,-0.001213,-0.07091,-0.016264,-0.031963,0.015051,-0.038947
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Paleoanthropology/Genetics,0.900328,0.806711,1,0.900328,0.806711,0.88149,0.632267,0.865225,0.600305,0.0,0.0,-0.016264,-0.031963,0.016264,0.031963
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Paleoanthropology/Oldowan Period,0.896009,0.690301,1,0.885581,0.68926,0.88149,0.632267,0.865225,0.600305,-0.010428,-0.001041,-0.016264,-0.031963,0.005836,0.030921
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Policy,0.870627,0.651501,1,0.872047,0.684194,0.88149,0.632267,0.865225,0.600305,0.00142,0.032693,-0.016264,-0.031963,0.017685,0.064656
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Politics,0.86484,0.659006,13,0.841252,0.610264,0.88149,0.632267,0.865225,0.600305,-0.023588,-0.048742,-0.016264,-0.031963,-0.007323,-0.016779
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Politics And Conflicts,0.837674,0.614713,4,0.853965,0.634271,0.88149,0.632267,0.865225,0.600305,0.016291,0.019558,-0.016264,-0.031963,0.032555,0.051521
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Reason To Travel/Christmas And New Year,0.907004,0.590002,1,0.886652,0.662351,0.88149,0.632267,0.865225,0.600305,-0.020352,0.072348,-0.016264,-0.031963,-0.004087,0.104311
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Reason To Travel/Working In Japan,0.879896,0.526342,2,0.891128,0.518368,0.88149,0.632267,0.865225,0.600305,0.011232,-0.007974,-0.016264,-0.031963,0.027497,0.023989
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Religion,0.91462,0.731038,2,0.814391,0.412127,0.88149,0.632267,0.865225,0.600305,-0.100229,-0.31891,-0.016264,-0.031963,-0.083964,-0.286948
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Remembering The Templars,0.91271,0.615744,1,0.920772,0.628738,0.88149,0.632267,0.865225,0.600305,0.008062,0.012994,-0.016264,-0.031963,0.024326,0.044957
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Research,0.873266,0.80984,1,0.853575,0.724124,0.88149,0.632267,0.865225,0.600305,-0.019691,-0.085716,-0.016264,-0.031963,-0.003426,-0.053754
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Sailing,0.775807,0.554801,2,0.767364,0.511446,0.88149,0.632267,0.865225,0.600305,-0.008443,-0.043355,-0.016264,-0.031963,0.007822,-0.011392
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Sciece,0.849001,0.672807,3,0.817948,0.652888,0.88149,0.632267,0.865225,0.600305,-0.031053,-0.019919,-0.016264,-0.031963,-0.014789,0.012043
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science,0.908677,0.673851,7,0.907033,0.674464,0.88149,0.632267,0.865225,0.600305,-0.001644,0.000612,-0.016264,-0.031963,0.01462,0.032575
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science And Technology,0.857806,0.591134,3,0.857799,0.559607,0.88149,0.632267,0.865225,0.600305,-7e-06,-0.031527,-0.016264,-0.031963,0.016257,0.000435
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Science Experiments, Bath Fizzler",0.927127,0.892507,1,0.925791,0.894689,0.88149,0.632267,0.865225,0.600305,-0.001336,0.002182,-0.016264,-0.031963,0.014929,0.034144
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Science Experiments, Red Cabbage",0.926765,0.752688,2,0.91834,0.696842,0.88149,0.632267,0.865225,0.600305,-0.008426,-0.055846,-0.016264,-0.031963,0.007839,-0.023883
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science/Animal Behavior,0.886454,0.698396,2,0.885479,0.671308,0.88149,0.632267,0.865225,0.600305,-0.000975,-0.027089,-0.016264,-0.031963,0.015289,0.004874
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science/Applied Ecology,0.831689,0.362407,1,0.832944,0.362998,0.88149,0.632267,0.865225,0.600305,0.001256,0.000591,-0.016264,-0.031963,0.01752,0.032553
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science/First Aid,0.869275,0.455115,1,0.855993,0.452186,0.88149,0.632267,0.865225,0.600305,-0.013282,-0.002929,-0.016264,-0.031963,0.002982,0.029033
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science/General Biology,0.879148,0.666579,2,0.875226,0.670128,0.88149,0.632267,0.865225,0.600305,-0.003922,0.003549,-0.016264,-0.031963,0.012343,0.035512
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science/Nature Of Science,0.912659,0.633854,1,0.923901,0.675566,0.88149,0.632267,0.865225,0.600305,0.011242,0.041713,-0.016264,-0.031963,0.027507,0.073675
