Base_Model,Quantization,Direction,Challenge,Normal_Count,Challenging_Count,COMET_Normal,COMET_Challenging,chrF_Normal,chrF_Challenging,COMET_Raw_Gap,chrF_Raw_Gap,Baseline_COMET_Normal,Baseline_COMET_Challenging,Baseline_chrF_Normal,Baseline_chrF_Challenging,Baseline_COMET_Raw_Gap,Baseline_chrF_Raw_Gap,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Normal_Penalty,COMET_Challenging_Penalty,chrF_Normal_Penalty,chrF_Challenging_Penalty,COMET_Excess_Challenge_Effect,chrF_Excess_Challenge_Effect,COMET_Effect_Check,chrF_Effect_Check
NLLB 3.3B,Fp4 AWQ,All,Is_Long_Sentence,565,35,0.888152,0.863883,0.579232,0.648673,0.024269,-0.069441,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.886736,0.583283,0.87841,0.569121,-0.008327,-0.014162,-0.008389,-0.007326,-0.013831,-0.019511,0.001063,-0.00568,0.001063,-0.00568
NLLB 3.3B,Fp8,All,Has_Rare_Words,224,376,0.894738,0.881378,0.560627,0.599105,0.013359,-0.038478,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.886366,0.58474,0.87841,0.569121,-0.007956,-0.015619,-0.002853,-0.010996,-0.005133,-0.021866,-0.008143,-0.016733,-0.008143,-0.016733
NLLB 3.3B,Fp8,All,High_Morphology,450,150,0.884873,0.890846,0.57893,0.602169,-0.005973,-0.023239,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.886366,0.58474,0.87841,0.569121,-0.007956,-0.015619,-0.007039,-0.010707,-0.011688,-0.027411,-0.003668,-0.015723,-0.003668,-0.015723
NLLB 3.3B,Fp8,All,Is_Long_Sentence,565,35,0.887691,0.864973,0.580651,0.650744,0.022718,-0.070094,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.886366,0.58474,0.87841,0.569121,-0.007956,-0.015619,-0.007928,-0.008416,-0.015249,-0.021583,-0.000488,-0.006333,-0.000488,-0.006333
NLLB 3.3B,Fp8 Per Tensor,All,Has_Rare_Words,224,376,0.891813,0.880963,0.559995,0.597742,0.01085,-0.037748,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.885014,0.58365,0.87841,0.569121,-0.006604,-0.014529,7.1e-05,-0.010582,-0.0045,-0.020504,-0.010653,-0.016003,-0.010653,-0.016003
NLLB 3.3B,Fp8 Per Tensor,All,High_Morphology,450,150,0.883118,0.890701,0.577234,0.602898,-0.007583,-0.025664,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.885014,0.58365,0.87841,0.569121,-0.006604,-0.014529,-0.005285,-0.010563,-0.009992,-0.02814,-0.005278,-0.018148,-0.005278,-0.018148
NLLB 3.3B,Fp8 Per Tensor,All,Is_Long_Sentence,565,35,0.886299,0.864278,0.579728,0.646965,0.022021,-0.067237,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.885014,0.58365,0.87841,0.569121,-0.006604,-0.014529,-0.006535,-0.007721,-0.014326,-0.017803,-0.001185,-0.003477,-0.001185,-0.003477
NLLB 3.3B,Full Model,All,Has_Rare_Words,224,376,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.87841,0.569121,0.87841,0.569121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Full Model,All,High_Morphology,450,150,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.87841,0.569121,0.87841,0.569121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Full Model,All,Is_Long_Sentence,565,35,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.87841,0.569121,0.87841,0.569121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Int2 Batch16,All,Has_Rare_Words,224,376,0.835149,0.828906,0.474808,0.508518,0.006243,-0.03371,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.831237,0.495933,0.87841,0.569121,0.047173,0.073188,0.056735,0.041476,0.080687,0.068721,-0.01526,-0.011966,-0.01526,-0.011966
NLLB 3.3B,Int2 Batch16,All,High_Morphology,450,150,0.827728,0.841763,0.492818,0.505277,-0.014035,-0.01246,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.831237,0.495933,0.87841,0.569121,0.047173,0.073188,0.050105,0.038375,0.074424,0.06948,-0.01173,-0.004944,-0.01173,-0.004944
NLLB 3.3B,Int2 Batch16,All,Is_Long_Sentence,565,35,0.832959,0.803438,0.492299,0.554595,0.029521,-0.062296,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.831237,0.495933,0.87841,0.569121,0.047173,0.073188,0.046804,0.053119,0.073103,0.074567,0.006314,0.001465,0.006314,0.001465
NLLB 3.3B,Int4,All,Has_Rare_Words,224,376,0.893861,0.883612,0.560828,0.599266,0.010249,-0.038438,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.887439,0.584916,0.87841,0.569121,-0.009029,-0.015795,-0.001976,-0.01323,-0.005334,-0.022027,-0.011254,-0.016694,-0.011254,-0.016694
NLLB 3.3B,Int4,All,High_Morphology,450,150,0.886381,0.890612,0.579178,0.60213,-0.004231,-0.022952,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.887439,0.584916,0.87841,0.569121,-0.009029,-0.015795,-0.008548,-0.010473,-0.011936,-0.027372,-0.001926,-0.015437,-0.001926,-0.015437
NLLB 3.3B,Int4,All,Is_Long_Sentence,565,35,0.88887,0.864337,0.581054,0.647259,0.024532,-0.066205,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.887439,0.584916,0.87841,0.569121,-0.009029,-0.015795,-0.009106,-0.00778,-0.015652,-0.018097,0.001326,-0.002445,0.001326,-0.002445
NLLB 3.3B,Int4 AWQ,All,Has_Rare_Words,224,376,0.895792,0.88029,0.562226,0.597288,0.015503,-0.035062,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.886077,0.584198,0.87841,0.569121,-0.007668,-0.015077,-0.003908,-0.009908,-0.006731,-0.020049,-0.006,-0.013318,-0.006,-0.013318
NLLB 3.3B,Int4 AWQ,All,High_Morphology,450,150,0.884226,0.891632,0.578569,0.601086,-0.007406,-0.022518,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.886077,0.584198,0.87841,0.569121,-0.007668,-0.015077,-0.006392,-0.011494,-0.011327,-0.026329,-0.005102,-0.015002,-0.005102,-0.015002
NLLB 3.3B,Int4 AWQ,All,Is_Long_Sentence,565,35,0.887291,0.866494,0.580425,0.645112,0.020797,-0.064687,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.886077,0.584198,0.87841,0.569121,-0.007668,-0.015077,-0.007527,-0.009937,-0.015023,-0.01595,-0.002409,-0.000927,-0.002409,-0.000927
NLLB 3.3B,Int8,All,Has_Rare_Words,224,376,0.894568,0.88096,0.561343,0.59824,0.013608,-0.036897,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.88604,0.584466,0.87841,0.569121,-0.00763,-0.015345,-0.002683,-0.010578,-0.005849,-0.021002,-0.007895,-0.015153,-0.007895,-0.015153
NLLB 3.3B,Int8,All,High_Morphology,450,150,0.884415,0.890915,0.57909,0.600591,-0.0065,-0.021501,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.88604,0.584466,0.87841,0.569121,-0.00763,-0.015345,-0.006582,-0.010777,-0.011848,-0.025834,-0.004195,-0.013985,-0.004195,-0.013985
NLLB 3.3B,Int8,All,Is_Long_Sentence,565,35,0.88742,0.863767,0.580548,0.647698,0.023652,-0.067149,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.88604,0.584466,0.87841,0.569121,-0.00763,-0.015345,-0.007656,-0.00721,-0.015147,-0.018536,0.000446,-0.003389,0.000446,-0.003389
NLLB 3.3B,Int8 A8W8,All,Has_Rare_Words,224,376,0.894357,0.882015,0.558783,0.59894,0.012342,-0.040157,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.886623,0.583949,0.87841,0.569121,-0.008213,-0.014828,-0.002472,-0.011633,-0.003289,-0.021702,-0.009161,-0.018413,-0.009161,-0.018413
NLLB 3.3B,Int8 A8W8,All,High_Morphology,450,150,0.885208,0.890868,0.577764,0.602503,-0.00566,-0.02474,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.886623,0.583949,0.87841,0.569121,-0.008213,-0.014828,-0.007374,-0.01073,-0.010522,-0.027746,-0.003355,-0.017224,-0.003355,-0.017224
NLLB 3.3B,Int8 A8W8,All,Is_Long_Sentence,565,35,0.888008,0.864263,0.579654,0.65327,0.023745,-0.073616,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.886623,0.583949,0.87841,0.569121,-0.008213,-0.014828,-0.008245,-0.007706,-0.014253,-0.024109,0.000539,-0.009856,0.000539,-0.009856
NLLB 3.3B,Int8 Bookends,All,Has_Rare_Words,224,376,0.894947,0.881574,0.561865,0.599834,0.013373,-0.03797,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.886567,0.585659,0.87841,0.569121,-0.008157,-0.016538,-0.003062,-0.011192,-0.00637,-0.022596,-0.00813,-0.016226,-0.00813,-0.016226
NLLB 3.3B,Int8 Bookends,All,High_Morphology,450,150,0.884974,0.891346,0.579707,0.603515,-0.006372,-0.023808,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.886567,0.585659,0.87841,0.569121,-0.008157,-0.016538,-0.00714,-0.011207,-0.012465,-0.028758,-0.004067,-0.016293,-0.004067,-0.016293
NLLB 3.3B,Int8 Bookends,All,Is_Long_Sentence,565,35,0.887982,0.863716,0.581768,0.648473,0.024266,-0.066705,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.886567,0.585659,0.87841,0.569121,-0.008157,-0.016538,-0.008219,-0.007159,-0.016366,-0.019311,0.00106,-0.002945,0.00106,-0.002945
NLLB 3.3B,Nf4,All,Has_Rare_Words,224,376,0.893293,0.881528,0.558105,0.598582,0.011764,-0.040477,0.891885,0.870382,0.555494,0.577239,0.021503,-0.021744,0.88592,0.58347,0.87841,0.569121,-0.007511,-0.01435,-0.001408,-0.011146,-0.00261,-0.021343,-0.009738,-0.018733,-0.009738,-0.018733
NLLB 3.3B,Nf4,All,High_Morphology,450,150,0.884142,0.891256,0.576538,0.604267,-0.007114,-0.027729,0.877833,0.880138,0.567242,0.574758,-0.002305,-0.007516,0.88592,0.58347,0.87841,0.569121,-0.007511,-0.01435,-0.006308,-0.011118,-0.009296,-0.02951,-0.004809,-0.020214,-0.004809,-0.020214
NLLB 3.3B,Nf4,All,Is_Long_Sentence,565,35,0.887178,0.865616,0.579332,0.650269,0.021562,-0.070936,0.879763,0.856557,0.565401,0.629162,0.023206,-0.06376,0.88592,0.58347,0.87841,0.569121,-0.007511,-0.01435,-0.007415,-0.009059,-0.013931,-0.021107,-0.001644,-0.007176,-0.001644,-0.007176
NLLB 3.3B,2bit 1% Spqr,EN-GR,Has_Rare_Words,163,137,0.860321,0.825314,0.474703,0.443418,0.035007,0.031285,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.844334,0.460417,0.891594,0.537937,0.04726,0.07752,0.036971,0.059502,0.064576,0.092921,0.022531,0.028345,0.022531,0.028345
NLLB 3.3B,2bit 1% Spqr,EN-GR,High_Morphology,225,75,0.842101,0.851034,0.459577,0.462936,-0.008934,-0.003359,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.844334,0.460417,0.891594,0.537937,0.04726,0.07752,0.047667,0.046039,0.071547,0.095442,-0.001628,0.023895,-0.001628,0.023895
NLLB 3.3B,2bit 1% Spqr,EN-GR,Is_Long_Sentence,288,12,0.846385,0.795106,0.457634,0.527208,0.051279,-0.069574,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.844334,0.460417,0.891594,0.537937,0.04726,0.07752,0.045896,0.079986,0.078557,0.05264,0.03409,-0.025917,0.03409,-0.025917
NLLB 3.3B,2bit 10% Fast Spqr,EN-GR,Has_Rare_Words,163,137,0.887944,0.872685,0.526216,0.50942,0.015258,0.016796,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.880976,0.518546,0.891594,0.537937,0.010618,0.019391,0.009348,0.01213,0.013064,0.026919,0.002782,0.013856,0.002782,0.013856
NLLB 3.3B,2bit 10% Fast Spqr,EN-GR,High_Morphology,225,75,0.878332,0.888907,0.514076,0.531955,-0.010575,-0.017879,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.880976,0.518546,0.891594,0.537937,0.010618,0.019391,0.011436,0.008166,0.017047,0.026423,-0.00327,0.009375,-0.00327,0.009375
NLLB 3.3B,2bit 10% Fast Spqr,EN-GR,Is_Long_Sentence,288,12,0.88194,0.857827,0.516909,0.557824,0.024113,-0.040915,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.880976,0.518546,0.891594,0.537937,0.010618,0.019391,0.010341,0.017265,0.019281,0.022024,0.006924,0.002742,0.006924,0.002742
NLLB 3.3B,4bit K-Means,EN-GR,Has_Rare_Words,163,137,0.894269,0.878772,0.533526,0.529165,0.015496,0.004361,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.887192,0.531535,0.891594,0.537937,0.004402,0.006402,0.003023,0.006043,0.005753,0.007174,0.00302,0.001421,0.00302,0.001421
NLLB 3.3B,4bit K-Means,EN-GR,High_Morphology,225,75,0.885138,0.893355,0.524711,0.552005,-0.008217,-0.027293,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.887192,0.531535,0.891594,0.537937,0.004402,0.006402,0.00463,0.003718,0.006412,0.006373,-0.000912,-3.9e-05,-0.000912,-3.9e-05
NLLB 3.3B,4bit K-Means,EN-GR,Is_Long_Sentence,288,12,0.887738,0.8741,0.53003,0.567647,0.013638,-0.037617,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.887192,0.531535,0.891594,0.537937,0.004402,0.006402,0.004544,0.000993,0.006161,0.012201,-0.003551,0.006041,-0.003551,0.006041
NLLB 3.3B,4bit Omniquant,EN-GR,Has_Rare_Words,163,137,0.892896,0.883998,0.526695,0.522359,0.008898,0.004336,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.888832,0.524715,0.891594,0.537937,0.002762,0.013222,0.004396,0.000817,0.012585,0.013981,-0.003579,0.001396,-0.003579,0.001396
NLLB 3.3B,4bit Omniquant,EN-GR,High_Morphology,225,75,0.888394,0.890146,0.523506,0.52834,-0.001752,-0.004834,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.888832,0.524715,0.891594,0.537937,0.002762,0.013222,0.001373,0.006927,0.007617,0.030037,0.005554,0.02242,0.005554,0.02242
NLLB 3.3B,4bit Omniquant,EN-GR,Is_Long_Sentence,288,12,0.889429,0.87451,0.522815,0.570307,0.014919,-0.047492,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.888832,0.524715,0.891594,0.537937,0.002762,0.013222,0.002852,0.000582,0.013376,0.009541,-0.00227,-0.003835,-0.00227,-0.003835
NLLB 3.3B,4bit Optimized GPTQ,EN-GR,Has_Rare_Words,163,137,0.893462,0.879804,0.52951,0.529089,0.013658,0.000421,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.887225,0.529318,0.891594,0.537937,0.004369,0.008619,0.00383,0.005011,0.009769,0.00725,0.001181,-0.002519,0.001181,-0.002519
NLLB 3.3B,4bit Optimized GPTQ,EN-GR,High_Morphology,225,75,0.884908,0.894175,0.523718,0.546118,-0.009267,-0.0224,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.887225,0.529318,0.891594,0.537937,0.004369,0.008619,0.00486,0.002899,0.007406,0.012259,-0.001961,0.004854,-0.001961,0.004854
NLLB 3.3B,4bit Optimized GPTQ,EN-GR,Is_Long_Sentence,288,12,0.887795,0.873529,0.527672,0.568822,0.014266,-0.04115,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.887225,0.529318,0.891594,0.537937,0.004369,0.008619,0.004486,0.001563,0.008519,0.011026,-0.002923,0.002507,-0.002923,0.002507
NLLB 3.3B,4bit Spinquant,EN-GR,Has_Rare_Words,163,137,0.896458,0.878011,0.53568,0.526014,0.018447,0.009666,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.888034,0.531266,0.891594,0.537937,0.00356,0.006671,0.000833,0.006804,0.0036,0.010326,0.005971,0.006726,0.005971,0.006726
NLLB 3.3B,4bit Spinquant,EN-GR,High_Morphology,225,75,0.885944,0.894303,0.522977,0.556132,-0.008359,-0.033156,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.888034,0.531266,0.891594,0.537937,0.00356,0.006671,0.003823,0.00277,0.008147,0.002245,-0.001053,-0.005902,-0.001053,-0.005902
NLLB 3.3B,4bit Spinquant,EN-GR,Is_Long_Sentence,288,12,0.888734,0.871235,0.529627,0.570604,0.017499,-0.040978,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.888034,0.531266,0.891594,0.537937,0.00356,0.006671,0.003548,0.003858,0.006564,0.009244,0.00031,0.00268,0.00031,0.00268
NLLB 3.3B,4bit Static GPTQ,EN-GR,Has_Rare_Words,163,137,0.893786,0.879155,0.53344,0.522301,0.014631,0.011139,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.887104,0.528353,0.891594,0.537937,0.00449,0.009584,0.003506,0.00566,0.00584,0.014039,0.002155,0.008199,0.002155,0.008199
NLLB 3.3B,4bit Static GPTQ,EN-GR,High_Morphology,225,75,0.88536,0.892337,0.521164,0.549922,-0.006977,-0.028758,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.887104,0.528353,0.891594,0.537937,0.00449,0.009584,0.004407,0.004736,0.00996,0.008456,0.000329,-0.001504,0.000329,-0.001504
NLLB 3.3B,4bit Static GPTQ,EN-GR,Is_Long_Sentence,288,12,0.88764,0.874253,0.526118,0.582002,0.013387,-0.055884,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.887104,0.528353,0.891594,0.537937,0.00449,0.009584,0.004642,0.000839,0.010073,-0.002154,-0.003802,-0.012227,-0.003802,-0.012227
NLLB 3.3B,4bit True GPTQ,EN-GR,Has_Rare_Words,163,137,0.895486,0.884988,0.539017,0.52722,0.010498,0.011797,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.890692,0.533629,0.891594,0.537937,0.000902,0.004307,0.001805,-0.000173,0.000263,0.00912,-0.001978,0.008857,-0.001978,0.008857
NLLB 3.3B,4bit True GPTQ,EN-GR,High_Morphology,225,75,0.890505,0.891254,0.529969,0.54461,-0.00075,-0.01464,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.890692,0.533629,0.891594,0.537937,0.000902,0.004307,-0.000737,0.005819,0.001154,0.013768,0.006556,0.012614,0.006556,0.012614
NLLB 3.3B,4bit True GPTQ,EN-GR,Is_Long_Sentence,288,12,0.891451,0.872483,0.532,0.572737,0.018968,-0.040737,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.890692,0.533629,0.891594,0.537937,0.000902,0.004307,0.000831,0.00261,0.004191,0.007111,0.001779,0.002921,0.001779,0.002921
NLLB 3.3B,Analytical Net Mngr 2.2GB,EN-GR,Has_Rare_Words,163,137,0.894444,0.878206,0.529114,0.513876,0.016239,0.015238,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.887029,0.522156,0.891594,0.537937,0.004565,0.015781,0.002847,0.006609,0.010165,0.022463,0.003762,0.012298,0.003762,0.012298
NLLB 3.3B,Analytical Net Mngr 2.2GB,EN-GR,High_Morphology,225,75,0.885563,0.891425,0.513911,0.546889,-0.005862,-0.032977,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.887029,0.522156,0.891594,0.537937,0.004565,0.015781,0.004204,0.005648,0.017212,0.011489,0.001444,-0.005723,0.001444,-0.005723
NLLB 3.3B,Analytical Net Mngr 2.2GB,EN-GR,Is_Long_Sentence,288,12,0.887618,0.872886,0.520392,0.564494,0.014732,-0.044102,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.887029,0.522156,0.891594,0.537937,0.004565,0.015781,0.004664,0.002207,0.015799,0.015354,-0.002457,-0.000445,-0.002457,-0.000445
NLLB 3.3B,Empirical Net Mngr 2GB,EN-GR,Has_Rare_Words,163,137,0.889404,0.86535,0.513315,0.493954,0.024054,0.019361,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.878419,0.504474,0.891594,0.537937,0.013175,0.033463,0.007888,0.019465,0.025964,0.042386,0.011577,0.016422,0.011577,0.016422
NLLB 3.3B,Empirical Net Mngr 2GB,EN-GR,High_Morphology,225,75,0.87432,0.890719,0.496576,0.528167,-0.016399,-0.031591,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.878419,0.504474,0.891594,0.537937,0.013175,0.033463,0.015448,0.006354,0.034548,0.03021,-0.009094,-0.004337,-0.009094,-0.004337
NLLB 3.3B,Empirical Net Mngr 2GB,EN-GR,Is_Long_Sentence,288,12,0.879006,0.864332,0.501855,0.567319,0.014675,-0.065464,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.878419,0.504474,0.891594,0.537937,0.013175,0.033463,0.013275,0.010761,0.034336,0.012529,-0.002514,-0.021806,-0.002514,-0.021806
NLLB 3.3B,Fp4,EN-GR,Has_Rare_Words,163,137,0.896096,0.88367,0.533861,0.527716,0.012426,0.006145,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.890422,0.531054,0.891594,0.537937,0.001172,0.006882,0.001195,0.001145,0.005419,0.008624,-5e-05,0.003205,-5e-05,0.003205
NLLB 3.3B,Fp4,EN-GR,High_Morphology,225,75,0.889802,0.89228,0.524336,0.55121,-0.002477,-0.026874,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.890422,0.531054,0.891594,0.537937,0.001172,0.006882,-3.5e-05,0.004794,0.006787,0.007168,0.004828,0.00038,0.004828,0.00038
NLLB 3.3B,Fp4,EN-GR,Is_Long_Sentence,288,12,0.89095,0.877741,0.529028,0.579688,0.013209,-0.05066,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.890422,0.531054,0.891594,0.537937,0.001172,0.006882,0.001331,-0.002649,0.007163,0.00016,-0.00398,-0.007002,-0.00398,-0.007002
NLLB 3.3B,Fp4 AWQ,EN-GR,Has_Rare_Words,163,137,0.897604,0.88369,0.535707,0.526224,0.013914,0.009484,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.89125,0.531376,0.891594,0.537937,0.000344,0.006561,-0.000312,0.001125,0.003572,0.010116,0.001437,0.006544,0.001437,0.006544
NLLB 3.3B,Fp4 AWQ,EN-GR,High_Morphology,225,75,0.89092,0.89224,0.527654,0.542544,-0.00132,-0.01489,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.89125,0.531376,0.891594,0.537937,0.000344,0.006561,-0.001152,0.004833,0.00347,0.015833,0.005986,0.012364,0.005986,0.012364
NLLB 3.3B,Fp4 AWQ,EN-GR,Is_Long_Sentence,288,12,0.892048,0.87211,0.52947,0.577138,0.019937,-0.047668,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.89125,0.531376,0.891594,0.537937,0.000344,0.006561,0.000234,0.002982,0.006721,0.00271,0.002748,-0.004011,0.002748,-0.004011
NLLB 3.3B,Fp8,EN-GR,Has_Rare_Words,163,137,0.895741,0.882723,0.532786,0.5314,0.013018,0.001386,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.889796,0.532153,0.891594,0.537937,0.001798,0.005784,0.00155,0.002092,0.006493,0.00494,0.000542,-0.001553,0.000542,-0.001553
NLLB 3.3B,Fp8,EN-GR,High_Morphology,225,75,0.888663,0.893197,0.526168,0.550107,-0.004535,-0.023939,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.889796,0.532153,0.891594,0.537937,0.001798,0.005784,0.001105,0.003876,0.004955,0.00827,0.002771,0.003315,0.002771,0.003315
NLLB 3.3B,Fp8,EN-GR,Is_Long_Sentence,288,12,0.890389,0.87557,0.530133,0.580633,0.014819,-0.0505,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.889796,0.532153,0.891594,0.537937,0.001798,0.005784,0.001893,-0.000478,0.006058,-0.000785,-0.00237,-0.006843,-0.00237,-0.006843
NLLB 3.3B,Fp8 Per Tensor,EN-GR,Has_Rare_Words,163,137,0.891693,0.882521,0.532142,0.52753,0.009172,0.004613,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.887504,0.530036,0.891594,0.537937,0.00409,0.007901,0.005599,0.002294,0.007137,0.00881,-0.003305,0.001673,-0.003305,0.001673
NLLB 3.3B,Fp8 Per Tensor,EN-GR,High_Morphology,225,75,0.885754,0.892757,0.523316,0.550196,-0.007003,-0.02688,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.887504,0.530036,0.891594,0.537937,0.00409,0.007901,0.004014,0.004316,0.007808,0.008181,0.000302,0.000374,0.000302,0.000374
NLLB 3.3B,Fp8 Per Tensor,EN-GR,Is_Long_Sentence,288,12,0.888085,0.873565,0.528339,0.570768,0.01452,-0.042429,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.887504,0.530036,0.891594,0.537937,0.00409,0.007901,0.004196,0.001527,0.007852,0.009081,-0.002669,0.001228,-0.002669,0.001228
NLLB 3.3B,Full Model,EN-GR,Has_Rare_Words,163,137,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.891594,0.537937,0.891594,0.537937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Full Model,EN-GR,High_Morphology,225,75,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.891594,0.537937,0.891594,0.537937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Full Model,EN-GR,Is_Long_Sentence,288,12,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.891594,0.537937,0.891594,0.537937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Int2 Batch16,EN-GR,Has_Rare_Words,163,137,0.824511,0.809506,0.433648,0.427663,0.015005,0.005985,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.817658,0.430915,0.891594,0.537937,0.073936,0.107022,0.072781,0.07531,0.105632,0.108677,0.002529,0.003045,0.002529,0.003045
NLLB 3.3B,Int2 Batch16,EN-GR,High_Morphology,225,75,0.809986,0.840675,0.427759,0.440382,-0.030689,-0.012623,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.817658,0.430915,0.891594,0.537937,0.073936,0.107022,0.079781,0.056398,0.103365,0.117995,-0.023383,0.014631,-0.023383,0.014631
NLLB 3.3B,Int2 Batch16,EN-GR,Is_Long_Sentence,288,12,0.818841,0.789276,0.429343,0.468644,0.029565,-0.039302,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.817658,0.430915,0.891594,0.537937,0.073936,0.107022,0.073441,0.085816,0.106848,0.111204,0.012376,0.004356,0.012376,0.004356
