Base_Model,Quantization,Direction,Challenge,Normal_Count,Challenging_Count,COMET_Normal,COMET_Challenging,chrF_Normal,chrF_Challenging,COMET_Raw_Gap,chrF_Raw_Gap,Baseline_COMET_Normal,Baseline_COMET_Challenging,Baseline_chrF_Normal,Baseline_chrF_Challenging,Baseline_COMET_Raw_Gap,Baseline_chrF_Raw_Gap,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Normal_Penalty,COMET_Challenging_Penalty,chrF_Normal_Penalty,chrF_Challenging_Penalty,COMET_Excess_Challenge_Effect,chrF_Excess_Challenge_Effect,COMET_Effect_Check,chrF_Effect_Check
NLLB 3.3B,Int4,EN-GR,Has_Rare_Words,163,137,0.894991,0.886787,0.532819,0.529587,0.008204,0.003232,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.891245,0.531343,0.891594,0.537937,0.000349,0.006594,0.0023,-0.001972,0.00646,0.006753,-0.004272,0.000293,-0.004272,0.000293
NLLB 3.3B,Int4,EN-GR,High_Morphology,225,75,0.890466,0.893581,0.526669,0.545367,-0.003115,-0.018698,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.891245,0.531343,0.891594,0.537937,0.000349,0.006594,-0.000699,0.003493,0.004455,0.013011,0.004191,0.008556,0.004191,0.008556
NLLB 3.3B,Int4,EN-GR,Is_Long_Sentence,288,12,0.892048,0.871958,0.529507,0.575408,0.02009,-0.0459,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.891245,0.531343,0.891594,0.537937,0.000349,0.006594,0.000233,0.003134,0.006683,0.004441,0.002901,-0.002243,0.002901,-0.002243
NLLB 3.3B,Int4 AWQ,EN-GR,Has_Rare_Words,163,137,0.897298,0.880312,0.535934,0.526028,0.016986,0.009906,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.889541,0.531411,0.891594,0.537937,0.002053,0.006526,-6e-06,0.004503,0.003345,0.010311,0.004509,0.006966,0.004509,0.006966
NLLB 3.3B,Int4 AWQ,EN-GR,High_Morphology,225,75,0.88763,0.895276,0.526467,0.546241,-0.007646,-0.019774,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.889541,0.531411,0.891594,0.537937,0.002053,0.006526,0.002138,0.001798,0.004656,0.012136,-0.00034,0.00748,-0.00034,0.00748
NLLB 3.3B,Int4 AWQ,EN-GR,Is_Long_Sentence,288,12,0.890095,0.876257,0.529819,0.569603,0.013838,-0.039784,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.889541,0.531411,0.891594,0.537937,0.002053,0.006526,0.002187,-0.001164,0.006371,0.010245,-0.003351,0.003873,-0.003351,0.003873
NLLB 3.3B,Int8,EN-GR,Has_Rare_Words,163,137,0.895498,0.883708,0.534038,0.530745,0.01179,0.003293,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.890114,0.532534,0.891594,0.537937,0.00148,0.005403,0.001793,0.001107,0.005242,0.005595,-0.000686,0.000353,-0.000686,0.000353
NLLB 3.3B,Int8,EN-GR,High_Morphology,225,75,0.88872,0.894296,0.526465,0.55074,-0.005576,-0.024275,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.890114,0.532534,0.891594,0.537937,0.00148,0.005403,0.001048,0.002777,0.004658,0.007637,0.00173,0.002979,0.00173,0.002979
NLLB 3.3B,Int8,EN-GR,Is_Long_Sentence,288,12,0.890807,0.873493,0.530888,0.572029,0.017314,-0.04114,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.890114,0.532534,0.891594,0.537937,0.00148,0.005403,0.001475,0.0016,0.005302,0.007819,0.000125,0.002517,0.000125,0.002517
NLLB 3.3B,Int8 A8W8,EN-GR,Has_Rare_Words,163,137,0.895552,0.885719,0.53246,0.532822,0.009834,-0.000362,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.891062,0.532626,0.891594,0.537937,0.000532,0.005311,0.001739,-0.000904,0.006819,0.003517,-0.002643,-0.003302,-0.002643,-0.003302
NLLB 3.3B,Int8 A8W8,EN-GR,High_Morphology,225,75,0.890282,0.893403,0.526134,0.552101,-0.003121,-0.025967,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.891062,0.532626,0.891594,0.537937,0.000532,0.005311,-0.000514,0.003671,0.00499,0.006277,0.004185,0.001287,0.004185,0.001287
NLLB 3.3B,Int8 A8W8,EN-GR,Is_Long_Sentence,288,12,0.891735,0.874896,0.530414,0.585705,0.016839,-0.055291,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.891062,0.532626,0.891594,0.537937,0.000532,0.005311,0.000546,0.000197,0.005777,-0.005857,-0.00035,-0.011634,-0.00035,-0.011634
NLLB 3.3B,Int8 Bookends,EN-GR,Has_Rare_Words,163,137,0.896178,0.884358,0.535561,0.532897,0.011819,0.002665,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.89078,0.534344,0.891594,0.537937,0.000814,0.003593,0.001114,0.000457,0.003718,0.003443,-0.000657,-0.000275,-0.000657,-0.000275
NLLB 3.3B,Int8 Bookends,EN-GR,High_Morphology,225,75,0.889894,0.893438,0.528736,0.551169,-0.003544,-0.022432,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.89078,0.534344,0.891594,0.537937,0.000814,0.003593,-0.000126,0.003636,0.002387,0.007209,0.003762,0.004822,0.003762,0.004822
NLLB 3.3B,Int8 Bookends,EN-GR,Is_Long_Sentence,288,12,0.891483,0.873913,0.532543,0.577587,0.01757,-0.045044,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.89078,0.534344,0.891594,0.537937,0.000814,0.003593,0.000799,0.00118,0.003648,0.002261,0.000381,-0.001387,0.000381,-0.001387
NLLB 3.3B,Nf4,EN-GR,Has_Rare_Words,163,137,0.893893,0.88517,0.530442,0.530216,0.008723,0.000226,0.897292,0.884815,0.539279,0.53634,0.012476,0.00294,0.88991,0.530338,0.891594,0.537937,0.001685,0.007598,0.003399,-0.000355,0.008838,0.006124,-0.003754,-0.002714,-0.003754,-0.002714
NLLB 3.3B,Nf4,EN-GR,High_Morphology,225,75,0.88844,0.894318,0.52423,0.548665,-0.005878,-0.024436,0.889768,0.897073,0.531123,0.558378,-0.007306,-0.027254,0.88991,0.530338,0.891594,0.537937,0.001685,0.007598,0.001327,0.002756,0.006894,0.009712,0.001428,0.002818,0.001428,0.002818
NLLB 3.3B,Nf4,EN-GR,Is_Long_Sentence,288,12,0.890569,0.874084,0.528448,0.57571,0.016484,-0.047262,0.892282,0.875093,0.536191,0.579848,0.017189,-0.043657,0.88991,0.530338,0.891594,0.537937,0.001685,0.007598,0.001713,0.001008,0.007743,0.004138,-0.000705,-0.003605,-0.000705,-0.003605
NLLB 3.3B,2bit 1% Spqr,GR-EN,Has_Rare_Words,61,239,0.877708,0.858563,0.598452,0.583643,0.019145,0.014808,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.862456,0.586654,0.865225,0.600305,0.00277,0.01365,-0.000271,0.003546,0.000371,0.017039,0.003816,0.016668,0.003816,0.016668
NLLB 3.3B,2bit 1% Spqr,GR-EN,High_Morphology,225,75,0.860091,0.869549,0.58261,0.598788,-0.009458,-0.016178,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.862456,0.586654,0.865225,0.600305,0.00277,0.01365,0.005808,-0.006346,0.02075,-0.00765,-0.012154,-0.028401,-0.012154,-0.028401
NLLB 3.3B,2bit 1% Spqr,GR-EN,Is_Long_Sentence,277,23,0.864353,0.839604,0.582344,0.63857,0.024749,-0.056226,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.862456,0.586654,0.865225,0.600305,0.00277,0.01365,0.002395,0.007282,0.013428,0.016321,0.004887,0.002892,0.004887,0.002892
NLLB 3.3B,2bit 10% Fast Spqr,GR-EN,Has_Rare_Words,61,239,0.887118,0.874453,0.624265,0.621314,0.012665,0.00295,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.877029,0.621914,0.865225,0.600305,-0.011803,-0.02161,-0.009681,-0.012345,-0.025442,-0.020632,-0.002664,0.00481,-0.002664,0.00481
NLLB 3.3B,2bit 10% Fast Spqr,GR-EN,High_Morphology,225,75,0.875626,0.881237,0.618663,0.631668,-0.005612,-0.013005,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.877029,0.621914,0.865225,0.600305,-0.011803,-0.02161,-0.009726,-0.018034,-0.015303,-0.04053,-0.008308,-0.025228,-0.008308,-0.025228
NLLB 3.3B,2bit 10% Fast Spqr,GR-EN,Is_Long_Sentence,277,23,0.879129,0.851726,0.617958,0.669558,0.027403,-0.0516,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.877029,0.621914,0.865225,0.600305,-0.011803,-0.02161,-0.012381,-0.00484,-0.022186,-0.014667,0.007542,0.007519,0.007542,0.007519
NLLB 3.3B,4bit K-Means,GR-EN,Has_Rare_Words,61,239,0.892526,0.879193,0.637338,0.636747,0.013333,0.000591,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.881904,0.636867,0.865225,0.600305,-0.016679,-0.036563,-0.015089,-0.017085,-0.038515,-0.036064,-0.001995,0.002451,-0.001995,0.002451
NLLB 3.3B,4bit K-Means,GR-EN,High_Morphology,225,75,0.879332,0.889619,0.629371,0.659356,-0.010287,-0.029985,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.881904,0.636867,0.865225,0.600305,-0.016679,-0.036563,-0.013433,-0.026416,-0.026011,-0.068218,-0.012983,-0.042207,-0.012983,-0.042207
NLLB 3.3B,4bit K-Means,GR-EN,Is_Long_Sentence,277,23,0.883706,0.860203,0.632944,0.684119,0.023503,-0.051176,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.881904,0.636867,0.865225,0.600305,-0.016679,-0.036563,-0.016958,-0.013317,-0.037172,-0.029229,0.003641,0.007943,0.003641,0.007943
NLLB 3.3B,4bit Omniquant,GR-EN,Has_Rare_Words,61,239,0.890547,0.879178,0.625981,0.633872,0.011369,-0.007891,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.88149,0.632267,0.865225,0.600305,-0.016264,-0.031963,-0.01311,-0.01707,-0.027158,-0.033189,-0.00396,-0.006031,-0.00396,-0.006031
NLLB 3.3B,4bit Omniquant,GR-EN,High_Morphology,225,75,0.879845,0.886423,0.62844,0.643748,-0.006577,-0.015308,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.88149,0.632267,0.865225,0.600305,-0.016264,-0.031963,-0.013946,-0.023219,-0.02508,-0.05261,-0.009273,-0.02753,-0.009273,-0.02753
NLLB 3.3B,4bit Omniquant,GR-EN,Is_Long_Sentence,277,23,0.883493,0.85736,0.628063,0.682901,0.026133,-0.054838,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.88149,0.632267,0.865225,0.600305,-0.016264,-0.031963,-0.016745,-0.010474,-0.032291,-0.02801,0.006271,0.004281,0.006271,0.004281
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Has_Rare_Words,61,239,0.892134,0.881752,0.632803,0.640332,0.010382,-0.007529,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.883863,0.638801,0.865225,0.600305,-0.018638,-0.038497,-0.014697,-0.019643,-0.033981,-0.039649,-0.004947,-0.005669,-0.004947,-0.005669
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,High_Morphology,225,75,0.881695,0.890367,0.633677,0.654174,-0.008672,-0.020497,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.883863,0.638801,0.865225,0.600305,-0.018638,-0.038497,-0.015796,-0.027164,-0.030317,-0.063036,-0.011368,-0.032719,-0.011368,-0.032719
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Is_Long_Sentence,277,23,0.885627,0.862611,0.634834,0.686584,0.023016,-0.05175,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.883863,0.638801,0.865225,0.600305,-0.018638,-0.038497,-0.018879,-0.015725,-0.039062,-0.031693,0.003154,0.007369,0.003154,0.007369
NLLB 3.3B,4bit Spinquant,GR-EN,Has_Rare_Words,61,239,0.891407,0.878951,0.630609,0.634506,0.012455,-0.003897,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.881484,0.633714,0.865225,0.600305,-0.016258,-0.033409,-0.01397,-0.016843,-0.031786,-0.033823,-0.002873,-0.002037,-0.002873,-0.002037
NLLB 3.3B,4bit Spinquant,GR-EN,High_Morphology,225,75,0.879851,0.886381,0.628626,0.648978,-0.00653,-0.020352,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.881484,0.633714,0.865225,0.600305,-0.016258,-0.033409,-0.013952,-0.023178,-0.025266,-0.05784,-0.009226,-0.032575,-0.009226,-0.032575
NLLB 3.3B,4bit Spinquant,GR-EN,Is_Long_Sentence,277,23,0.883381,0.858633,0.62936,0.686145,0.024748,-0.056785,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.881484,0.633714,0.865225,0.600305,-0.016258,-0.033409,-0.016633,-0.011746,-0.033588,-0.031255,0.004887,0.002333,0.004887,0.002333
NLLB 3.3B,4bit Static GPTQ,GR-EN,Has_Rare_Words,61,239,0.891033,0.880554,0.632849,0.635596,0.010479,-0.002747,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.882685,0.635037,0.865225,0.600305,-0.01746,-0.034733,-0.013596,-0.018446,-0.034026,-0.034913,-0.00485,-0.000887,-0.00485,-0.000887
NLLB 3.3B,4bit Static GPTQ,GR-EN,High_Morphology,225,75,0.881019,0.887684,0.62875,0.653899,-0.006666,-0.025149,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.882685,0.635037,0.865225,0.600305,-0.01746,-0.034733,-0.01512,-0.024481,-0.02539,-0.062761,-0.009361,-0.037371,-0.009361,-0.037371
NLLB 3.3B,4bit Static GPTQ,GR-EN,Is_Long_Sentence,277,23,0.884451,0.861421,0.630584,0.688668,0.02303,-0.058084,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.882685,0.635037,0.865225,0.600305,-0.01746,-0.034733,-0.017703,-0.014535,-0.034812,-0.033777,0.003168,0.001035,0.003168,0.001035
NLLB 3.3B,4bit True GPTQ,GR-EN,Has_Rare_Words,61,239,0.891871,0.879248,0.632812,0.637519,0.012623,-0.004707,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.881815,0.636562,0.865225,0.600305,-0.01659,-0.036257,-0.014434,-0.01714,-0.033989,-0.036836,-0.002706,-0.002847,-0.002706,-0.002847
NLLB 3.3B,4bit True GPTQ,GR-EN,High_Morphology,225,75,0.879872,0.887642,0.632771,0.647933,-0.007769,-0.015162,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.881815,0.636562,0.865225,0.600305,-0.01659,-0.036257,-0.013973,-0.024438,-0.029411,-0.056796,-0.010465,-0.027384,-0.010465,-0.027384
NLLB 3.3B,4bit True GPTQ,GR-EN,Is_Long_Sentence,277,23,0.883759,0.858404,0.632954,0.680016,0.025354,-0.047063,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.881815,0.636562,0.865225,0.600305,-0.01659,-0.036257,-0.017011,-0.011518,-0.037182,-0.025126,0.005493,0.012056,0.005493,0.012056
NLLB 3.3B,Analytical Net Mngr 2.2GB,GR-EN,Has_Rare_Words,61,239,0.888042,0.876792,0.619798,0.630909,0.01125,-0.011111,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.87908,0.628649,0.865225,0.600305,-0.013854,-0.028345,-0.010605,-0.014684,-0.020975,-0.030226,-0.004078,-0.009251,-0.004078,-0.009251
NLLB 3.3B,Analytical Net Mngr 2.2GB,GR-EN,High_Morphology,225,75,0.87695,0.885468,0.62314,0.645179,-0.008518,-0.022039,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.87908,0.628649,0.865225,0.600305,-0.013854,-0.028345,-0.011051,-0.022265,-0.01978,-0.054041,-0.011214,-0.034262,-0.011214,-0.034262
NLLB 3.3B,Analytical Net Mngr 2.2GB,GR-EN,Is_Long_Sentence,277,23,0.880902,0.857135,0.624885,0.673992,0.023767,-0.049108,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.87908,0.628649,0.865225,0.600305,-0.013854,-0.028345,-0.014154,-0.010249,-0.029112,-0.019102,0.003905,0.010011,0.003905,0.010011
NLLB 3.3B,Empirical Net Mngr 2GB,GR-EN,Has_Rare_Words,61,239,0.883266,0.865623,0.617436,0.599403,0.017643,0.018033,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.86921,0.603069,0.865225,0.600305,-0.003985,-0.002765,-0.005829,-0.003514,-0.018613,0.00128,0.002315,0.019893,0.002315,0.019893
NLLB 3.3B,Empirical Net Mngr 2GB,GR-EN,High_Morphology,225,75,0.868145,0.872406,0.600408,0.611053,-0.004262,-0.010644,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.86921,0.603069,0.865225,0.600305,-0.003985,-0.002765,-0.002246,-0.009203,0.002952,-0.019915,-0.006957,-0.022867,-0.006957,-0.022867
NLLB 3.3B,Empirical Net Mngr 2GB,GR-EN,Is_Long_Sentence,277,23,0.870756,0.8506,0.599193,0.649753,0.020156,-0.05056,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.86921,0.603069,0.865225,0.600305,-0.003985,-0.002765,-0.004008,-0.003714,-0.003421,0.005138,0.000294,0.008559,0.000294,0.008559
NLLB 3.3B,Fp4,GR-EN,Has_Rare_Words,61,239,0.890329,0.879748,0.625025,0.63479,0.010581,-0.009765,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.881899,0.632804,0.865225,0.600305,-0.016674,-0.0325,-0.012892,-0.017639,-0.026202,-0.034107,-0.004747,-0.007905,-0.004747,-0.007905
NLLB 3.3B,Fp4,GR-EN,High_Morphology,225,75,0.880048,0.887452,0.626913,0.65048,-0.007403,-0.023568,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.881899,0.632804,0.865225,0.600305,-0.016674,-0.0325,-0.014149,-0.024248,-0.023552,-0.059342,-0.010099,-0.03579,-0.010099,-0.03579
NLLB 3.3B,Fp4,GR-EN,Is_Long_Sentence,277,23,0.883782,0.859227,0.628277,0.68733,0.024555,-0.059053,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.881899,0.632804,0.865225,0.600305,-0.016674,-0.0325,-0.017034,-0.012341,-0.032505,-0.032439,0.004693,6.6e-05,0.004693,6.6e-05
NLLB 3.3B,Fp4 AWQ,GR-EN,Has_Rare_Words,61,239,0.890697,0.88006,0.628387,0.636926,0.010637,-0.008538,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.882223,0.635189,0.865225,0.600305,-0.016997,-0.034885,-0.01326,-0.017951,-0.029564,-0.036243,-0.004692,-0.006679,-0.004692,-0.006679
NLLB 3.3B,Fp4 AWQ,GR-EN,High_Morphology,225,75,0.88035,0.887841,0.62909,0.653487,-0.007491,-0.024397,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.882223,0.635189,0.865225,0.600305,-0.016997,-0.034885,-0.014451,-0.024638,-0.02573,-0.06235,-0.010187,-0.03662,-0.010187,-0.03662
NLLB 3.3B,Fp4 AWQ,GR-EN,Is_Long_Sentence,277,23,0.884102,0.85959,0.630971,0.685995,0.024512,-0.055025,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.882223,0.635189,0.865225,0.600305,-0.016997,-0.034885,-0.017354,-0.012704,-0.035199,-0.031105,0.00465,0.004094,0.00465,0.004094
NLLB 3.3B,Fp8,GR-EN,Has_Rare_Words,61,239,0.892056,0.880608,0.635022,0.637915,0.011448,-0.002893,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.882935,0.637326,0.865225,0.600305,-0.01771,-0.037022,-0.014619,-0.018499,-0.036199,-0.037232,-0.00388,-0.001033,-0.00388,-0.001033
NLLB 3.3B,Fp8,GR-EN,High_Morphology,225,75,0.881082,0.888494,0.631692,0.65423,-0.007412,-0.022539,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.882935,0.637326,0.865225,0.600305,-0.01771,-0.037022,-0.015183,-0.025291,-0.028332,-0.063093,-0.010108,-0.034761,-0.010108,-0.034761
NLLB 3.3B,Fp8,GR-EN,Is_Long_Sentence,277,23,0.884886,0.859444,0.633175,0.687324,0.025442,-0.054149,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.882935,0.637326,0.865225,0.600305,-0.01771,-0.037022,-0.018138,-0.012557,-0.037403,-0.032434,0.00558,0.004969,0.00558,0.004969
NLLB 3.3B,Fp8 Per Tensor,GR-EN,Has_Rare_Words,61,239,0.892135,0.880071,0.634421,0.63799,0.012064,-0.003569,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.882524,0.637264,0.865225,0.600305,-0.017298,-0.03696,-0.014698,-0.017962,-0.035598,-0.037307,-0.003264,-0.001709,-0.003264,-0.001709
NLLB 3.3B,Fp8 Per Tensor,GR-EN,High_Morphology,225,75,0.880483,0.888645,0.631153,0.655599,-0.008162,-0.024447,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.882524,0.637264,0.865225,0.600305,-0.017298,-0.03696,-0.014584,-0.025442,-0.027792,-0.064462,-0.010858,-0.036669,-0.010858,-0.036669
NLLB 3.3B,Fp8 Per Tensor,GR-EN,Is_Long_Sentence,277,23,0.884441,0.859432,0.633158,0.68672,0.025009,-0.053563,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.882524,0.637264,0.865225,0.600305,-0.017298,-0.03696,-0.017693,-0.012545,-0.037386,-0.03183,0.005148,0.005556,0.005148,0.005556
NLLB 3.3B,Full Model,GR-EN,Has_Rare_Words,61,239,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.865225,0.600305,0.865225,0.600305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Full Model,GR-EN,High_Morphology,225,75,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.865225,0.600305,0.865225,0.600305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Full Model,GR-EN,Is_Long_Sentence,277,23,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.865225,0.600305,0.865225,0.600305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLLB 3.3B,Int2 Batch16,GR-EN,Has_Rare_Words,61,239,0.863577,0.840027,0.584793,0.554866,0.02355,0.029927,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.844815,0.560951,0.865225,0.600305,0.02041,0.039354,0.01386,0.022082,0.01403,0.045817,0.008222,0.031787,0.008222,0.031787
NLLB 3.3B,Int2 Batch16,GR-EN,High_Morphology,225,75,0.84547,0.842851,0.557877,0.570173,0.002619,-0.012296,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.844815,0.560951,0.865225,0.600305,0.02041,0.039354,0.020429,0.020353,0.045483,0.020965,-7.6e-05,-0.024518,-7.6e-05,-0.024518
NLLB 3.3B,Int2 Batch16,GR-EN,Is_Long_Sentence,277,23,0.847638,0.810827,0.557755,0.599438,0.03681,-0.041683,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.844815,0.560951,0.865225,0.600305,0.02041,0.039354,0.01911,0.036059,0.038017,0.055453,0.016949,0.017436,0.016949,0.017436
NLLB 3.3B,Int4,GR-EN,Has_Rare_Words,61,239,0.890841,0.881792,0.635671,0.639207,0.009049,-0.003536,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.883632,0.638488,0.865225,0.600305,-0.018407,-0.038183,-0.013404,-0.019684,-0.036848,-0.038524,-0.00628,-0.001677,-0.00628,-0.001677
NLLB 3.3B,Int4,GR-EN,High_Morphology,225,75,0.882296,0.887642,0.631686,0.658893,-0.005347,-0.027207,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.883632,0.638488,0.865225,0.600305,-0.018407,-0.038183,-0.016396,-0.024439,-0.028326,-0.067755,-0.008043,-0.039429,-0.008043,-0.039429
NLLB 3.3B,Int4,GR-EN,Is_Long_Sentence,277,23,0.885565,0.860361,0.634647,0.684747,0.025203,-0.0501,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.883632,0.638488,0.865225,0.600305,-0.018407,-0.038183,-0.018817,-0.013475,-0.038875,-0.029856,0.005342,0.009019,0.005342,0.009019
NLLB 3.3B,Int4 AWQ,GR-EN,Has_Rare_Words,61,239,0.891769,0.880277,0.632479,0.638135,0.011492,-0.005656,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.882614,0.636985,0.865225,0.600305,-0.017388,-0.036681,-0.014332,-0.018168,-0.033657,-0.037453,-0.003836,-0.003796,-0.003836,-0.003796
NLLB 3.3B,Int4 AWQ,GR-EN,High_Morphology,225,75,0.880822,0.887989,0.63067,0.655932,-0.007167,-0.025262,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.882614,0.636985,0.865225,0.600305,-0.017388,-0.036681,-0.014923,-0.024786,-0.02731,-0.064794,-0.009863,-0.037484,-0.009863,-0.037484
NLLB 3.3B,Int4 AWQ,GR-EN,Is_Long_Sentence,277,23,0.884375,0.8614,0.63304,0.684507,0.022976,-0.051468,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.882614,0.636985,0.865225,0.600305,-0.017388,-0.036681,-0.017627,-0.014513,-0.037267,-0.029616,0.003114,0.007651,0.003114,0.007651
NLLB 3.3B,Int8,GR-EN,Has_Rare_Words,61,239,0.892081,0.879384,0.634307,0.63693,0.012697,-0.002623,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.881966,0.636397,0.865225,0.600305,-0.016741,-0.036093,-0.014644,-0.017276,-0.035484,-0.036248,-0.002632,-0.000763,-0.002632,-0.000763
NLLB 3.3B,Int8,GR-EN,High_Morphology,225,75,0.88011,0.887534,0.631715,0.650443,-0.007424,-0.018728,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.881966,0.636397,0.865225,0.600305,-0.016741,-0.036093,-0.014211,-0.024331,-0.028355,-0.059305,-0.01012,-0.03095,-0.01012,-0.03095
NLLB 3.3B,Int8,GR-EN,Is_Long_Sentence,277,23,0.883898,0.858693,0.632181,0.687177,0.025205,-0.054997,0.866748,0.846886,0.595772,0.654891,0.019862,-0.059119,0.881966,0.636397,0.865225,0.600305,-0.016741,-0.036093,-0.01715,-0.011807,-0.036409,-0.032287,0.005343,0.004122,0.005343,0.004122
NLLB 3.3B,Int8 A8W8,GR-EN,Has_Rare_Words,61,239,0.891162,0.879892,0.629123,0.636841,0.01127,-0.007718,0.877437,0.862108,0.598823,0.600683,0.015328,-0.00186,0.882184,0.635271,0.865225,0.600305,-0.016958,-0.034967,-0.013725,-0.017784,-0.0303,-0.036158,-0.004059,-0.005858,-0.004059,-0.005858
NLLB 3.3B,Int8 A8W8,GR-EN,High_Morphology,225,75,0.880134,0.888334,0.629393,0.652906,-0.0082,-0.023512,0.865899,0.863203,0.60336,0.591138,0.002696,0.012222,0.882184,0.635271,0.865225,0.600305,-0.016958,-0.034967,-0.014234,-0.02513,-0.026033,-0.061768,-0.010896,-0.035735,-0.010896,-0.035735
